"80001";"80-001";"54,35";"18,66667"
"80003";"80-003";"54,35";"18,66667"
"80007";"80-007";"54,35";"18,66667"
"80008";"80-008";"54,35";"18,66667"
"80009";"80-009";"54,35";"18,66667"
"80010";"80-010";"54,35";"18,66667"
"80011";"80-011";"54,35";"18,66667"
"80012";"80-012";"54,35";"18,66667"
"80013";"80-013";"54,35";"18,66667"
"80014";"80-014";"54,35";"18,66667"
"80016";"80-016";"54,35";"18,66667"
"80017";"80-017";"54,35";"18,66667"
"80018";"80-018";"54,35";"18,66667"
"80019";"80-019";"54,35";"18,66667"
"80020";"80-020";"54,35";"18,66667"
"80021";"80-021";"54,35";"18,66667"
"80022";"80-022";"54,35";"18,66667"
"80024";"80-024";"54,35";"18,66667"
"80025";"80-025";"54,35";"18,66667"
"80026";"80-026";"54,35";"18,66667"
"80027";"80-027";"54,35";"18,66667"
"80028";"80-028";"54,35";"18,66667"
"80029";"80-029";"54,35";"18,66667"
"80030";"80-030";"54,35";"18,66667"
"80031";"80-031";"54,35";"18,66667"
"80032";"80-032";"54,35";"18,66667"
"80033";"80-033";"54,35";"18,66667"
"80034";"80-034";"54,35";"18,66667"
"80035";"80-035";"54,35";"18,66667"
"80036";"80-036";"54,35";"18,66667"
"80037";"80-037";"54,35";"18,66667"
"80038";"80-038";"54,35";"18,66667"
"80039";"80-039";"54,35";"18,66667"
"80041";"80-041";"54,35";"18,66667"
"80042";"80-042";"54,35";"18,66667"
"80043";"80-043";"54,35";"18,66667"
"80044";"80-044";"54,35";"18,66667"
"80045";"80-045";"54,35";"18,66667"
"80046";"80-046";"54,35";"18,66667"
"80047";"80-047";"54,35";"18,66667"
"80048";"80-048";"54,35";"18,66667"
"80049";"80-049";"54,35";"18,66667"
"80050";"80-050";"54,35";"18,66667"
"80051";"80-051";"54,35";"18,66667"
"80052";"80-052";"54,35";"18,66667"
"80053";"80-053";"54,35";"18,66667"
"80054";"80-054";"54,35";"18,66667"
"80055";"80-055";"54,35";"18,66667"
"80056";"80-056";"54,35";"18,66667"
"80057";"80-057";"54,35";"18,66667"
"80058";"80-058";"54,35";"18,66667"
"80059";"80-059";"54,35";"18,66667"
"80060";"80-060";"54,35";"18,66667"
"80061";"80-061";"54,35";"18,66667"
"80062";"80-062";"54,35";"18,66667"
"80063";"80-063";"54,35";"18,66667"
"80064";"80-064";"54,35";"18,66667"
"80065";"80-065";"54,35";"18,66667"
"80066";"80-066";"54,35";"18,66667"
"80067";"80-067";"54,35";"18,66667"
"80068";"80-068";"54,35";"18,66667"
"80069";"80-069";"54,35";"18,66667"
"80070";"80-070";"54,35";"18,66667"
"80071";"80-071";"54,35";"18,66667"
"80073";"80-073";"54,35";"18,66667"
"80074";"80-074";"54,35";"18,66667"
"80075";"80-075";"54,35";"18,66667"
"80076";"80-076";"54,35";"18,66667"
"80077";"80-077";"54,35";"18,66667"
"80078";"80-078";"54,35";"18,66667"
"80097";"80-097";"54,35";"18,66667"
"80103";"80-103";"54,35";"18,66667"
"80104";"80-104";"54,35";"18,66667"
"80105";"80-105";"54,35";"18,66667"
"80107";"80-107";"54,35";"18,66667"
"80108";"80-108";"54,35";"18,66667"
"80110";"80-110";"54,35";"18,66667"
"80111";"80-111";"54,35";"18,66667"
"80112";"80-112";"54,35";"18,66667"
"80113";"80-113";"54,35";"18,66667"
