"22100";"22-100";"51,14312";"23,4716"
"22102";"22-102";"51,14312";"23,4716"
"22103";"22-103";"51,14312";"23,4716"
"22104";"22-104";"51,14312";"23,4716"
"22105";"22-105";"51,16207";"23,49263"
"22106";"22-106";"51,22387";"23,45289"
"22107";"22-107";"51,27443";"23,43375"
"22109";"22-109";"51,14312";"23,4716"
"22110";"22-110";"51,10833";"23,54445"
"22113";"22-113";"51,0963";"23,58507"
"22114";"22-114";"51,01829";"23,67588"
"22115";"22-115";"51,14312";"23,4716"
"22116";"22-116";"51,14312";"23,4716"
"22117";"22-117";"51,14312";"23,4716"
"22118";"22-118";"51,14312";"23,4716"
"22120";"22-120";"50,91916";"23,54602"
"22122";"22-122";"50,98513";"23,49761"
"22130";"22-130";"51,19468";"23,1639"
"22133";"22-133";"51,17897";"23,07669"
"22135";"22-135";"50,98605";"23,73124"
"22145";"22-145";"51,04863";"23,89252"
"22150";"22-150";"51,26299";"23,32226"
"22151";"22-151";"51,19306";"23,39693"
"22169";"22-169";"51,11414";"23,24724"
"22170";"22-170";"51,11414";"23,24724"
"22174";"22-174";"51,16555";"23,62946"
"22175";"22-175";"51,15475";"23,80325"
"22200";"22-200";"51,55";"23,55"
"22201";"22-201";"51,55";"23,55"
"22205";"22-205";"51,56272";"23,38002"
"22207";"22-207";"51,55556";"23,49444"
"22211";"22-211";"51,61629";"23,53029"
"22220";"22-220";"51,71884";"23,50422"
"22230";"22-230";"51,32139";"23,62627"
"22232";"22-232";"51,5062";"23,52572"
"22234";"22-234";"51,39391";"23,1948"
"22235";"22-235";"51,4006";"23,40414"
"22244";"22-244";"51,51296";"23,47407"
"22300";"22-300";"50,98464";"23,1742"
"22302";"22-302";"51,01051";"23,20561"
"22304";"22-304";"51,00122";"23,3226"
"22310";"22-310";"50,93171";"23,34929"
"22315";"22-315";"50,95";"23,01667"
"22330";"22-330";"50,88035";"22,97293"
"22335";"22-335";"50,90991";"22,83465"
"22351";"22-351";"51,0408";"23,01833"
"22360";"22-360";"51,09134";"23,28192"
"22363";"22-363";"51,12834";"23,4268"
"22375";"22-375";"50,88728";"23,15248"
"22376";"22-376";"50,90426";"23,21922"
"22400";"22-400";"50,72314";"23,25196"
"22401";"22-401";"50,72314";"23,25196"
"22402";"22-402";"50,72314";"23,25196"
"22403";"22-403";"50,72314";"23,25196"
"22404";"22-404";"50,72314";"23,25196"
"22405";"22-405";"50,72314";"23,25196"
"22406";"22-406";"50,72314";"23,25196"
"22407";"22-407";"50,72314";"23,25196"
"22409";"22-409";"50,72314";"23,25196"
"22410";"22-410";"50,83333";"23,18333"
"22413";"22-413";"50,80067";"23,04451"
"22417";"22-417";"50,82003";"23,17154"
"22420";"22-420";"50,85158";"23,35917"
"22424";"22-424";"50,74944";"23,3626"
"22425";"22-425";"50,8";"23,375"
"22435";"22-435";"50,65";"23,36667"
"22437";"22-437";"50,65517";"23,3662"
"22440";"22-440";"50,54551";"23,21308"
"22442";"22-442";"50,5955";"23,1542"
"22448";"22-448";"50,77099";"22,95593"
"22450";"22-450";"50,86264";"23,34981"
"22455";"22-455";"50,73825";"23,5013"
"22457";"22-457";"50,80833";"23,43333"
"22460";"22-460";"50,69499";"22,97954"
"22461";"22-461";"50,73727";"23,02297"
"22463";"22-463";"50,75155";"22,82976"
"22470";"22-470";"50,61401";"22,97511"
"22500";"22-500";"50,80502";"23,89251"
"22501";"22-501";"50,80502";"23,89251"
"22510";"22-510";"50,90947";"23,65159"
"22523";"22-523";"50,89459";"24,03723"
"22525";"22-525";"50,84653";"24,02692"
"22530";"22-530";"50,65164";"23,89604"
