"12100";"12-100";"53,56259";"20,98747"
"12101";"12-101";"53,56259";"20,98747"
"12102";"12-102";"53,56259";"20,98747"
"12114";"12-114";"53,48549";"21,36223"
"12120";"12-120";"53,70494";"20,96037"
"12122";"12-122";"53,5299";"20,72657"
"12130";"12-130";"53,65069";"20,79188"
"12140";"12-140";"53,56693";"21,21546"
"12150";"12-150";"53,60043";"21,34738"
"12160";"12-160";"53,39858";"20,94629"
"12200";"12-200";"53,62745";"21,81253"
"12201";"12-201";"53,62745";"21,81253"
"12207";"12-207";"53,73253";"22,06341"
"12220";"12-220";"53,64161";"21,53964"
"12221";"12-221";"53,64161";"21,53964"
"12230";"12-230";"53,61191";"22,06321"
"12250";"12-250";"53,80967";"21,94811"
"12251";"12-251";"53,80967";"21,94811"
"13100";"13-100";"53,36052";"20,42749"
"13111";"13-111";"53,2901";"20,52289"
"13113";"13-113";"53,31575";"20,67146"
"13124";"13-124";"53,30652";"20,29098"
"13200";"13-200";"53,23958";"20,17004"
"13201";"13-201";"53,23958";"20,17004"
"13206";"13-206";"53,2723";"20,01134"
"13210";"13-210";"53,23958";"20,17004"
"13214";"13-214";"53,34662";"20,10317"
"13220";"13-220";"53,38348";"19,93229"
"13230";"13-230";"53,26283";"19,82663"
"13240";"13-240";"53,28333";"20,05952"
"13300";"13-300";"53,42079";"19,59515"
"13304";"13-304";"53,51009";"19,56893"
"13306";"13-306";"53,39858";"19,57858"
"13308";"13-308";"53,35383";"19,70449"
"13314";"13-314";"53,42881";"19,5413"
"13315";"13-315";"53,38497";"19,46726"
"13324";"13-324";"53,41301";"19,7614"
"13330";"13-330";"53,50484";"19,39553"
"13332";"13-332";"53,52676";"19,5067"
"13334";"13-334";"53,4443";"19,35257"
"13340";"13-340";"53,44";"19,54833"
