"98300";"98-300";"51,22097";"18,56964"
"98303";"98-303";"51,22097";"18,56964"
"98305";"98-305";"51,22097";"18,56964"
"98310";"98-310";"51,28533";"18,56106"
"98311";"98-311";"51,88449";"18,59548"
"98313";"98-313";"51,35383";"18,82361"
"98320";"98-320";"51,28946";"18,79151"
"98324";"98-324";"51,20457";"18,66543"
"98330";"98-330";"51,14449";"18,99612"
"98331";"98-331";"51,0812";"19,18342"
"98332";"98-332";"51,22049";"19,04386"
"98335";"98-335";"51,14403";"18,61659"
"98337";"98-337";"51,1394";"19,14539"
"98338";"98-338";"51,18456";"19,19595"
"98345";"98-345";"51,17897";"18,48879"
"98346";"98-346";"51,17089";"18,38699"
"98350";"98-350";"51,26612";"18,44953"
"98354";"98-354";"51,20193";"18,8988"
"98355";"98-355";"51,11699";"18,86524"
"98358";"98-358";"51,23882";"18,98283"
"98360";"98-360";"51,37033";"18,4348"
"98400";"98-400";"51,29488";"18,15547"
"98405";"98-405";"51,34472";"18,25756"
"98410";"98-410";"51,25869";"18,31953"
"98420";"98-420";"51,30738";"18,33275"
"98430";"98-430";"51,19865";"18,19147"
"98432";"98-432";"51,16406";"18,29069"
"99100";"99-100";"52,05959";"19,19972"
"99101";"99-101";"52,05959";"19,19972"
"99104";"99-104";"52,13334";"19,15333"
"99105";"99-105";"52,1772";"19,12119"
"99106";"99-106";"52,18489";"19,03021"
"99107";"99-107";"52,15503";"19,18153"
"99120";"99-120";"52,0689";"19,4797"
"99122";"99-122";"52,06667";"19,48333"
"99140";"99-140";"52,04072";"18,91786"
"99150";"99-150";"52,12717";"19,00257"
"99151";"99-151";"52,13334";"19,01667"
"99200";"99-200";"51,89344";"18,95729"
"99205";"99-205";"51,88476";"19,11904"
"99207";"99-207";"51,86881";"18,81931"
"99210";"99-210";"51,97428";"18,79308"
"99220";"99-220";"51,97626";"19,0018"
"99232";"99-232";"51,77666";"18,84928"
"99235";"99-235";"51,80384";"18,72311"
"99300";"99-300";"52,3";"19,37778"
"99301";"99-301";"52,3";"19,37778"
"99302";"99-302";"52,3";"19,37778"
"99306";"99-306";"52,36203";"19,28032"
"99307";"99-307";"52,31478";"19,40701"
"99308";"99-308";"52,21667";"19,45"
"99310";"99-310";"52,18667";"19,57667"
"99311";"99-311";"52,20829";"19,57592"
"99312";"99-312";"52,18389";"19,64599"
"99313";"99-313";"52,16512";"19,61276"
"99314";"99-314";"52,18409";"19,45619"
"99316";"99-316";"52,18667";"19,57667"
"99319";"99-319";"52,22482";"19,61969"
"99320";"99-320";"52,24404";"19,62613"
"99322";"99-322";"52,26448";"19,56416"
"99323";"99-323";"52,25";"19,59167"
"99331";"99-331";"52,16667";"19,25833"
"99332";"99-332";"52,19309";"19,21964"
"99333";"99-333";"52,16667";"19,25833"
"99335";"99-335";"52,14655";"19,30049"
"99340";"99-340";"52,25592";"19,17037"
"99350";"99-350";"52,30444";"19,16565"
"99352";"99-352";"52,31142";"19,08437"
"99400";"99-400";"52,10714";"19,94525"
"99401";"99-401";"52,10714";"19,94525"
"99402";"99-402";"52,10714";"19,94525"
"99412";"99-412";"52,26858";"19,87092"
"99413";"99-413";"52,19535";"19,94259"
"99414";"99-414";"52,23237";"20,02404"
"99416";"99-416";"52,07771";"20,06902"
"99417";"99-417";"52,07671";"20,16352"
"99418";"99-418";"52,01949";"20,04559"
"99420";"99-420";"51,98552";"19,90654"
"99423";"99-423";"52,07539";"19,65557"
"99434";"99-434";"52,00623";"19,80294"
"99440";"99-440";"52,15603";"19,81642"
